"feature_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","SYMBOL"
"ENSG00000181800",15.8489013843746,-1.65571227861272,0.476983768518935,7.29280115755215e-06,5.52926332970717e-05,"CELF2-AS1"
"ENSG00000189007",24.889484170169,-1.6497380189678,0.466097035842188,5.92181234921717e-06,4.63443814131556e-05,"ADAT2"
"ENSG00000179909",27.0386876642501,-1.64620751563575,0.447148913203055,3.60083984065674e-06,2.97550448640469e-05,"ZNF154"
"ENSG00000279722",3.66975008396409,-1.6458861604169,0.578949964351824,5.63445453134916e-05,0.000330412185379738,NA
"ENSG00000146757",32.6679282363203,-1.6367914065569,0.32673938023168,1.11999040830496e-08,1.84194199011255e-07,"ZNF92"
"ENSG00000226648",3.48622898834913,-1.63124596165975,0.75671254949581,0.000316913480732895,0.00147604790745639,"PLCG1-AS1"
"ENSG00000291103",188.62494684731,-1.6299032181339,0.370699306675623,2.15018000118109e-07,2.52005245348626e-06,"MPHOSPH10P1"
"ENSG00000122435",42.6414491230918,-1.62404447574981,0.37508651434002,2.99362764176375e-07,3.38045363053349e-06,"TRMT13"
"ENSG00000175265",184.492927918612,-1.62042597850735,0.342759589449812,4.96877900699829e-08,6.95465479777884e-07,"GOLGA8A"
"ENSG00000066855",21.4316045801411,-1.60100260537516,0.459785667596868,9.52146179839433e-06,6.94944117354052e-05,"MTFR1"
"ENSG00000136002",7.56063552376674,-1.57541241688009,0.712221627356046,0.000360477789898517,0.0016545979203817,"ARHGEF4"
"ENSG00000178075",27.3507575617656,-1.57145797205851,0.373367676932377,6.89962819207379e-07,7.01345349876909e-06,"GRAMD1C"
"ENSG00000197928",22.0545638623764,-1.56840509690515,0.373023554973469,7.15403486948446e-07,7.23943073301271e-06,"ZNF677"
"ENSG00000215244",9.46333841886458,-1.56815434357182,0.529287817919171,5.9358116283645e-05,0.000344755507349613,"LINC02649"
"ENSG00000293104",2.21814166820891,-1.56538079163182,0.800929520516928,0.000591753572690184,0.00253359829879354,"LOC651337"
"ENSG00000167034",9.04367693855446,-1.55602235410026,0.824726171908488,0.000678560834054945,0.00284787895951096,"NKX3-1"
"ENSG00000152495",161.715269256194,-1.55017974680281,0.359088436881759,4.926973618808e-07,5.23021931095186e-06,"CAMK4"
"ENSG00000164118",35.2643851729945,-1.53604611806873,0.381339452989226,1.78845650977151e-06,1.6075312582016e-05,"CEP44"
"ENSG00000126860",445.255414709295,-1.53576055324944,0.330888171507573,1.24596720455391e-07,1.55230170554167e-06,"EVI2A"
"ENSG00000055955",15.0426684185648,-1.5350013294389,0.546255548552703,0.000107839125241587,0.000578156419879706,"ITIH4"
"ENSG00000155657",56.1906881899335,-1.53444361991616,0.32704131259967,9.90248035690047e-08,1.26726051649513e-06,"TTN"
"ENSG00000287095",6.43553064817463,-1.53229266503705,0.545588069762799,0.000109800100536836,0.000586819770499509,NA
"ENSG00000174255",6.44717688855566,-1.5267572941119,0.67431495240772,0.000404834279535525,0.00182664148521654,"ZNF80"
"ENSG00000177683",86.1297685970008,-1.5226611911092,0.283207803104797,3.28286640820788e-09,6.10814290349926e-08,"THAP5"
"ENSG00000196911",40.9609603162169,-1.51525151059299,0.328805592351715,1.63613409709873e-07,1.98460031777896e-06,"KPNA5"
"ENSG00000196436",7.64021049326721,-1.50319933651819,0.524205882924123,0.000108853326813393,0.000582675377963036,"NPIPB15"
"ENSG00000196436",7.64021049326721,-1.50319933651819,0.524205882924123,0.000108853326813393,0.000582675377963036,"LOC124907807"
"ENSG00000196436",7.64021049326721,-1.50319933651819,0.524205882924123,0.000108853326813393,0.000582675377963036,"LOC124907808"
"ENSG00000230551",73.0606739115469,-1.49519083207247,0.398785584731541,6.62725565410831e-06,5.10430750243505e-05,NA
"ENSG00000182983",5.08642527998859,-1.49391285118004,0.753924989667091,0.000771829911713662,0.00317737581181373,"ZNF662"
"ENSG00000164327",513.645746708645,-1.49265720985499,0.266397317921857,1.1072988674608e-09,2.30486224480273e-08,"RICTOR"
"ENSG00000155970",5.01654532345604,-1.48609102271601,0.686896379338532,0.000591353534225701,0.00253313808640863,"MICU3"
"ENSG00000188868",4.94643833054516,-1.47759428595114,0.605509138342247,0.000354415356384186,0.00162940998936725,"ZNF563"
"ENSG00000196440",16.3130499357621,-1.47283260303349,0.53195275273281,0.000165768354867748,0.000838256509925937,"ARMCX4"
"ENSG00000287160",4.74278756785806,-1.46977732864482,0.668033907616193,0.00059691224302813,0.00255244898288569,NA
"ENSG00000290592",6.74890716042024,-1.46935059920853,0.645401099954615,0.000517358512569013,0.00226195806790623,"LOC107985211"
"ENSG00000152270",240.719362275693,-1.46644950622743,0.250815998565129,3.11750855214255e-10,7.52004970748031e-09,"PDE3B"
"ENSG00000073756",154.976483576734,-1.46462628763679,0.298368767783703,5.1497376341142e-08,7.17839657424148e-07,"PTGS2"
"ENSG00000147669",44.8976872900171,-1.45689136962979,0.278990287009129,1.08209960496166e-08,1.79183893690145e-07,"POLR2K"
"ENSG00000114857",359.34008989084,-1.45444821587471,0.335997978240164,8.05577851377852e-07,8.02557524342809e-06,"NKTR"
"ENSG00000102524",337.020696828037,-1.44946486170062,0.312433907892768,2.04312149456085e-07,2.40562041368178e-06,"TNFSF13B"
"ENSG00000293219",3.02581513450255,-1.44932976314323,0.521592320066006,0.000182535783596102,0.000913269648671758,NA
"ENSG00000158966",4.02961907095492,-1.44809768047304,0.559155233735352,0.000292774521974758,0.00137843951292988,"CACHD1"
"ENSG00000134152",148.779038595545,-1.43868515358755,0.319284096553367,3.99524816579594e-07,4.3834316327436e-06,"KATNBL1"
"ENSG00000132485",190.692324774047,-1.43809466894751,0.25245075561961,8.69290448119747e-10,1.85951614600307e-08,"ZRANB2"
"ENSG00000166130",125.726986027847,-1.43497117948665,0.294979230344404,7.49717342383455e-08,9.97628569997891e-07,"IKBIP"
"ENSG00000148848",10.8211418788976,-1.42910647647215,0.482005956657256,0.000122894834375153,0.000648193250448668,"ADAM12"
"ENSG00000178852",5.98692285659382,-1.42897788810398,0.654109094857717,0.000745313002374796,0.00308689549887622,"EFCAB13"
"ENSG00000245970",9.96933294966998,-1.42652502527235,0.425371392881053,3.83345707794281e-05,0.000237245452346213,NA
"ENSG00000197992",11.7596493030811,-1.42611316702328,0.408728317798819,2.44370813565134e-05,0.000159224906340562,"CLEC9A"
"ENSG00000240445",19.5383393400073,-1.42354168178953,0.422134807728727,3.66451211761292e-05,0.000227689781045398,"FOXO3B"
"ENSG00000239653",7.62368397745341,-1.42271862800116,0.488758549641369,0.000147602325369933,0.000756961651577293,"PSMD6-AS2"
"ENSG00000198482",44.710775060124,-1.42103436919991,0.342943868633916,2.11142906123733e-06,1.85950091224247e-05,"ZNF808"
"ENSG00000290842",18.8556493141242,-1.41502818731434,0.48669396503947,0.000155134711798979,0.000790833605771415,"CROCCP3"
"ENSG00000163519",81.3003094232354,-1.41491734480986,0.336701790725027,1.70653747150406e-06,1.54286955026039e-05,"TRAT1"
"ENSG00000124406",204.219855827824,-1.40734668069716,0.283776695552253,5.40045543240279e-08,7.46667846206844e-07,"ATP8A1"
"ENSG00000279825",20.5046999202058,-1.40106916498199,0.486377733034798,0.000179459340901704,0.000899995739125442,NA
"ENSG00000183666",3.63982201241275,-1.39543248500278,0.8314445969439,0.00168466617109221,0.00611891163829016,NA
"ENSG00000152778",152.891153159419,-1.38708044369235,0.269297798272463,2.2429707200532e-08,3.43282967311486e-07,"IFIT5"
"ENSG00000228784",18.0780440656309,-1.3854833454859,0.480135062472198,0.000192036200795784,0.000952952328781181,"LINC00954"
"ENSG00000068885",30.3943165482849,-1.38453489075474,0.450834359917257,0.000114616457827929,0.000609877184549987,"IFT80"
"ENSG00000246790",4.56245116394704,-1.38101416125946,0.747497751997909,0.00153583190331996,0.00566558727719289,"SORL1-AS1"
"ENSG00000154188",12.5089919878027,-1.38029601172304,0.458877753548443,0.000140554851365258,0.000727190691304403,"ANGPT1"
"ENSG00000162601",139.752344705753,-1.37915305128124,0.27831563957429,6.32891096855196e-08,8.60347401528334e-07,"MYSM1"
"ENSG00000082258",215.367622979834,-1.37677493449946,0.328233747626145,2.14185943624349e-06,1.88532409796878e-05,"CCNT2"
"ENSG00000255182",6.97812840303254,-1.37607276281449,0.68564870016399,0.00127893013426712,0.00485696423924667,NA
"ENSG00000174944",44.9417716514816,-1.37467566417078,0.397269588549788,3.52989124391328e-05,0.000219743584896196,"P2RY14"
"ENSG00000132424",431.147178887995,-1.37433025658592,0.219397520365345,3.7999925842868e-11,1.17070061391995e-09,"PNISR"
"ENSG00000146247",283.016673096802,-1.36646818413329,0.282029343959479,1.16140108192752e-07,1.45654769906043e-06,"PHIP"
"ENSG00000172007",83.4727893554405,-1.36437345707574,0.2712129086779,4.64099236676962e-08,6.56611615551449e-07,"RAB33B"
"ENSG00000185946",92.5521090885895,-1.36317626147132,0.340634437853745,5.05223418117364e-06,4.05274973986032e-05,"RNPC3"
"ENSG00000119900",1256.5686837378,-1.36280482142942,0.251289250835813,5.84195797079532e-09,1.0284506961837e-07,"OGFRL1"
"ENSG00000164463",388.368320237851,-1.36175202816861,0.242792205946647,2.0801918279636e-09,4.06617726739643e-08,"CREBRF"
"ENSG00000177888",44.827068943305,-1.35829775187494,0.314395661765124,1.36869278136285e-06,1.27469821685962e-05,"ZBTB41"
"ENSG00000169855",3.83865914574603,-1.35825640490488,0.845394462884762,0.00207867274765823,0.00729465719081217,"ROBO1"
"ENSG00000221937",4.09643394285359,-1.35695877165337,0.598819684288376,0.000915359187289958,0.00365928498802375,"TAS2R40"
"ENSG00000196865",79.7704389699013,-1.35649232353148,0.343851637877739,6.54482893072685e-06,5.04997099800094e-05,"NHLRC2"
"ENSG00000176731",34.9462452911504,-1.3561912783198,0.319269001351587,1.8901943099498e-06,1.68915630241757e-05,"RBIS"
"ENSG00000293296",2.7829496406696,-1.3552445605054,0.813337121348652,0.002038518583092,0.00718354080663019,"PFN1P2"
"ENSG00000237940",3.85869588817194,-1.35282590738101,0.684653997255354,0.00149354062779135,0.00553237898414717,NA
"ENSG00000265625",2.6269844380898,-1.3519394689232,0.603335016659276,0.000982964237707129,0.00388299415248489,NA
"ENSG00000164941",151.848156816554,-1.3511799439199,0.274616152115404,8.60695912651324e-08,1.1276575262364e-06,"INTS8"
"ENSG00000163728",125.192052522774,-1.3492678342953,0.363806736697295,1.66830531842206e-05,0.000114492333515276,"TTC14"
"ENSG00000290791",39.9344199576488,-1.34454765790548,0.350108946999904,1.04186194507454e-05,7.52992105309716e-05,NA
"ENSG00000176928",30.9979974679653,-1.34435042602498,0.305109028641941,1.00319541989092e-06,9.6768810610692e-06,"GCNT4"
"ENSG00000113369",615.637800174592,-1.34293456131968,0.240010915026668,2.44263023936094e-09,4.67785696515453e-08,"ARRDC3"
"ENSG00000095564",253.206933216934,-1.34280733750024,0.346727336955345,9.27496252494482e-06,6.80457345553113e-05,"BTAF1"
"ENSG00000215252",191.682219787374,-1.3424340484475,0.471353678570068,0.000265068027492611,0.00126364737287205,"GOLGA8B"
"ENSG00000071073",405.635229233573,-1.34094037617067,0.253763320172976,1.37229241830392e-08,2.21205733323947e-07,"MGAT4A"
"ENSG00000233355",52.0551418332771,-1.34041276742474,0.373632988256978,2.70020282273474e-05,0.00017440049070804,"CHRM3-AS2"
"ENSG00000263069",13.9530496291515,-1.34025443797512,0.469198041733405,0.000262106133852908,0.00125136915000072,"RNF213-AS1"
"ENSG00000112309",2.86019114362061,-1.33705964069806,0.788089326270296,0.00217170211793664,0.00756802586426855,"B3GAT2"
"ENSG00000261087",5.74128798588324,-1.33683575821756,0.461763079843803,0.000240497267628889,0.001163279029238,"ZNNT1"
"ENSG00000136383",8.22516946291715,-1.33655811064026,0.657307794063374,0.0014899031951872,0.00552010756805089,"ALPK3"
"ENSG00000101596",2243.77183429114,-1.33605241768908,0.276795531279862,1.46264769240466e-07,1.80768798379605e-06,"SMCHD1"
"ENSG00000198898",535.997465046647,-1.33575103172182,0.294803516852975,5.94479926775004e-07,6.15321097671072e-06,"CAPZA2"
"ENSG00000100354",436.143326864115,-1.33381996384091,0.368794278096965,2.51378148127964e-05,0.000163415014796031,"TNRC6B"
"ENSG00000166432",38.8819455889943,-1.33337312829411,0.321683850949672,3.2523112499915e-06,2.72055116169973e-05,"ZMAT1"
"ENSG00000273828",3.2339408624459,-1.33200545433858,0.590626307546004,0.00105780026357101,0.0041287471384642,"LOC124904917"
"ENSG00000198887",119.473321687571,-1.32997896021726,0.256646791748305,2.47714087223961e-08,3.75819183009013e-07,"SMC5"
"ENSG00000119917",721.978458936128,-1.32948397274698,0.365361830417887,2.37148720185527e-05,0.000155412375162816,"IFIT3"
"ENSG00000119922",1135.33651333468,-1.32919291249162,0.293039993181873,5.99071225249918e-07,6.18567410843965e-06,"IFIT2"
"ENSG00000136536",503.331719445716,-1.32815601780207,0.249187800421779,1.13500558982981e-08,1.86132160661965e-07,"MARCHF7"
"ENSG00000132530",219.915605002639,-1.32116231659097,0.33303910151716,7.11003265059949e-06,5.42975352534025e-05,"XAF1"
"ENSG00000084110",254.854516354041,-1.31910981274273,0.299136657940226,1.10941174057997e-06,1.05873490798557e-05,"HAL"
"ENSG00000106692",36.6990593871217,-1.31782294699474,0.433267699328629,0.000175615395009763,0.000882411830410568,"FKTN"
"ENSG00000152582",16.4724144447909,-1.31761004444207,0.4571405011356,0.000274414688411826,0.00130043038870513,"SPEF2"
"ENSG00000215533",7.92420938039944,-1.3168845423296,0.706579150078989,0.00204315708686894,0.00719079665134377,"LINC00189"
"ENSG00000133858",220.647951832288,-1.31648083132518,0.292682132426366,7.54456062939098e-07,7.59188154221438e-06,"ZFC3H1"
"ENSG00000175893",35.2566234466659,-1.31527752477823,0.41754369148683,0.000128964446770149,0.000676105387619752,"ZDHHC21"
"ENSG00000122862",4030.51479610288,-1.31513767266894,0.235737275148312,3.02380282534284e-09,5.68207633677131e-08,"SRGN"
"ENSG00000184619",24.0819241664616,-1.31482196434976,0.393745568757881,7.12563229206072e-05,0.000404737818165613,"KRBA2"
"ENSG00000268170",7.09169548432974,-1.31106150373505,0.488408580380981,0.000471140841679861,0.00208488710736604,NA
"ENSG00000090104",5.54528935741524,-1.31040099789661,0.488841439925941,0.000477018434723586,0.00210487169198477,"RGS1"
"ENSG00000279500",8.76173661744423,-1.30664339589659,0.429732801685357,0.000186205278981787,0.000928351502305563,NA
"ENSG00000253738",52.9045160721702,-1.30125638604994,0.275220747844365,2.75302919704905e-07,3.13793663036301e-06,"OTUD6B-AS1"
"ENSG00000065243",288.138887907183,-1.30048673467798,0.320719544030712,5.48884302144429e-06,4.35166733905276e-05,"PKN2"
"ENSG00000221970",2.39120849866662,-1.29984662037131,0.665059709068269,0.00198890082059093,0.0070347852235793,"OR2A1"
"ENSG00000182141",50.4753597276397,-1.29983911872089,0.313850715152385,3.84926337985449e-06,3.16846916930327e-05,"ZNF708"
"ENSG00000290548",11.1999674280249,-1.29916648222161,0.490929514569249,0.00054822858364102,0.0023711025669886,NA
"ENSG00000178567",84.7017341361417,-1.29829407594334,0.284486679366284,6.04941878004576e-07,6.22361861908398e-06,"EPM2AIP1"
"ENSG00000156831",28.6536984091728,-1.29739651842887,0.356637822162363,2.77307620364228e-05,0.000178497100375249,"NSMCE2"
"ENSG00000229873",4.47871301151358,-1.29730030901234,0.562462273395293,0.00114538827323652,0.00442089717990472,NA
"ENSG00000154589",115.189161436245,-1.29721487505102,0.301957840390785,2.01777646460928e-06,1.78615103251854e-05,"LY96"
"ENSG00000147162",1075.19005625157,-1.29515676904036,0.27010109182592,2.04405592012829e-07,2.40562041368178e-06,"OGT"
"ENSG00000033178",126.956771471704,-1.29411193805426,0.41385844059657,0.000153441658663764,0.000784198154944093,"UBA6"
"ENSG00000052723",116.98626430177,-1.29276981157842,0.37588361691032,5.68189428396219e-05,0.000332620634055287,"SIKE1"
"ENSG00000134444",157.687321639813,-1.29237113700118,0.326664806769644,8.47134301185446e-06,6.31304378876411e-05,"RELCH"
"ENSG00000163563",4188.24853837068,-1.28992205864391,0.240048162222693,1.05185742169673e-08,1.74345880247316e-07,"MNDA"
"ENSG00000122417",58.9490415085429,-1.28888286196212,0.300507874140776,2.15753352234459e-06,1.8971569328331e-05,"ODF2L"
"ENSG00000149311",919.442008224248,-1.28873382956559,0.313634308960631,4.63109362492192e-06,3.75076702385852e-05,"ATM"
"ENSG00000224660",66.739003594067,-1.28794318070351,0.251990176029158,4.29599085430086e-08,6.17040713414193e-07,"SH3BP5-AS1"
"ENSG00000288700",77.2583056420567,-1.28583693592397,0.280174081965152,5.66225268477194e-07,5.90387916353351e-06,NA
"ENSG00000123636",306.155104284244,-1.28436627995843,0.320416807457389,7.12486961466337e-06,5.43343195815988e-05,"BAZ2B"
"ENSG00000137770",130.730616580649,-1.28361344932301,0.314716645875508,5.37040734352761e-06,4.26373236620124e-05,"CTDSPL2"
"ENSG00000059588",95.6210512165623,-1.2826066881428,0.364706303933256,4.56525053134625e-05,0.000275796271886588,"TARBP1"
"ENSG00000078177",48.5487710666554,-1.28129701439123,0.312863269256937,5.0632958619244e-06,4.05488415897244e-05,"N4BP2"
"ENSG00000053438",4.01201678536227,-1.28118969897704,0.675645322379679,0.0023429371308271,0.00806232068936578,"NNAT"
"ENSG00000204519",31.888334891483,-1.28074922161917,0.419177057594309,0.000202480616953172,0.000998951369859486,"ZNF551"
"ENSG00000258302",2.09323108343696,-1.28069578042498,0.801712378660893,0.0030018094617137,0.00989125590116317,NA
"ENSG00000116001",180.290374928019,-1.27848507991008,0.298908263009949,2.37567907274222e-06,2.05916403216382e-05,"TIA1"
"ENSG00000102908",246.945321435391,-1.2764717512433,0.292283874820223,1.61578142121042e-06,1.47651686454081e-05,"NFAT5"
"ENSG00000133731",59.8049149433738,-1.27578196021149,0.411246522132762,0.00018055479662626,0.000904689119453793,"IMPA1"
"ENSG00000261324",11.19492043874,-1.27564698282763,0.487158052825588,0.000658735639033737,0.00278045626145637,NA
"ENSG00000197969",125.7953950393,-1.27466658864475,0.360165153998614,4.38009893238331e-05,0.000266218593438565,"VPS13A"
"ENSG00000196696",32.0523566759903,-1.27428419027066,0.40521471487222,0.000159990435638973,0.000813149237440636,"PDXDC2P-NPIPB14P"
"ENSG00000135976",22.5949634118178,-1.27425353371108,0.429249915786188,0.000268166528631389,0.00127493429854778,"ANKRD36"
"ENSG00000268471",12.9563620167951,-1.27233307488699,0.308364850676943,4.63539985234613e-06,3.75200427839116e-05,"MIR4453HG"
"ENSG00000277701",21.7458580853053,-1.27020086177489,0.670435811318313,0.00247846634110806,0.00844834608075439,NA
"ENSG00000205890",4.36856071198468,-1.27018173824589,0.551538465985573,0.00132169819959069,0.00499484435160873,"LOC100128770"
"ENSG00000087502",87.8891662173454,-1.26796536260119,0.347244390717003,3.01980236586294e-05,0.000192267911021584,"ERGIC2"
"ENSG00000123700",427.093917246079,-1.26555208641397,0.254852497879972,9.90350009656607e-08,1.26726051649513e-06,"KCNJ2"
"ENSG00000259205",4.85936514721769,-1.26548162857829,0.514814497990399,0.000991943141269692,0.00391119523775386,NA
"ENSG00000214826",4.9172861048035,-1.26444371458766,0.466365018718613,0.000556645017732287,0.00240345369515888,NA
"ENSG00000196542",4.556130361217,-1.26217771789619,0.593975418052189,0.00187529699778508,0.00669422769612366,"SPTSSB"
"ENSG00000293256",3.05687298896391,-1.25999647719148,0.587327204260485,0.00183493787397339,0.00657084722779354,"CBX3P2"
"ENSG00000111796",207.843829686443,-1.25928697476836,0.311074982840303,6.76094124179614e-06,5.19550685756824e-05,"KLRB1"
"ENSG00000134884",572.213592263207,-1.25758738021052,0.252731138406869,9.7096530759182e-08,1.24963564850434e-06,"ARGLU1"
"ENSG00000123610",92.5341691139645,-1.25720769867866,0.360436306740139,5.66633079220714e-05,0.000331823765331524,"TNFAIP6"
"ENSG00000183682",10.3859408398277,-1.25450972354872,0.426664325128555,0.00031925547879028,0.00148624655688681,"BMP8A"
"ENSG00000225963",11.7643561071576,-1.25381154194735,0.566589206805578,0.00168939213640249,0.00612967840231721,NA
"ENSG00000251562",608.927255203453,-1.25250900927879,0.276007994094248,8.25136720667487e-07,8.16779689852811e-06,"MALAT1"
"ENSG00000134709",19.3409494747269,-1.24965404394128,0.434762880147718,0.000391731489557559,0.00177384855832746,"HOOK1"
"ENSG00000122008",70.1598099107628,-1.24965289258943,0.335344822223318,2.48239817971394e-05,0.000161552996690265,"POLK"
"ENSG00000116754",426.705549758641,-1.24944318768673,0.235699776951742,1.8303856571877e-08,2.8662558458687e-07,"SRSF11"
"ENSG00000285979",18.7010393808443,-1.24715048099722,0.461246723153624,0.000617050638376433,0.00262470314062772,NA
"ENSG00000286010",8.3250217861277,-1.24667506862747,0.492962120825752,0.000933828595436655,0.00372261816549361,"LOC105375754"
"ENSG00000113851",146.868182819348,-1.24631315965984,0.26075485155252,2.69045536422237e-07,3.07459666876599e-06,"CRBN"
"ENSG00000138433",230.805149815085,-1.24563623542251,0.211335540150891,6.32333612421205e-10,1.40568175331177e-08,"CIR1"
"ENSG00000086065",165.302611737978,-1.24488751965944,0.220291329528985,2.64384550055353e-09,5.02360185278362e-08,"CHMP5"
"ENSG00000285082",11.7000217531641,-1.24314768943887,0.48951302216281,0.00092792598286485,0.00370255965851704,NA
"ENSG00000116747",129.49481551372,-1.24125236981406,0.374728731717178,0.000109895028029947,0.000587142584567162,"RO60"
"ENSG00000196867",11.0648004036992,-1.24118248521669,0.369193369965967,9.3402363104673e-05,0.000510752740671485,"ZFP28"
"ENSG00000185278",188.175188916578,-1.23691484795832,0.282520635537343,1.81189095860539e-06,1.62687527149119e-05,"ZBTB37"
"ENSG00000140323",8.51413512511376,-1.23684479638002,0.677713818900234,0.00315538760299409,0.0103213159408574,"DISP2"
"ENSG00000184226",11.7489124959505,-1.23659998197837,0.664038089863336,0.00303851958118024,0.00999285708713037,"PCDH9"
"ENSG00000032219",186.045334331656,-1.23634048475742,0.271946030012963,8.46787685598706e-07,8.34809935147339e-06,"ARID4A"
"ENSG00000138326",1413.97460634624,-1.23591733222829,0.240588377743304,4.60543407016831e-08,6.54849596967243e-07,"RPS24"
"ENSG00000181315",72.3137547704818,-1.23297853538139,0.274157963915859,1.07471629033051e-06,1.031412259219e-05,"ZNF322"
"ENSG00000254004",37.479507421757,-1.22921020390228,0.300925676597291,6.58938348583627e-06,5.08139600952656e-05,"ZNF260"
"ENSG00000255284",7.79422836614232,-1.22887274150717,0.471201715837734,0.000850214335096335,0.00344237480616955,"GATD1-DT"
"ENSG00000260279",10.5347074980974,-1.22735894977246,0.435208371280416,0.000503543323722522,0.00221044340816345,"LOC105371414"
"ENSG00000260279",10.5347074980974,-1.22735894977246,0.435208371280416,0.000503543323722522,0.00221044340816345,"LOC124903757"
"ENSG00000205413",334.704020424322,-1.22645038413142,0.267376253983642,7.28243303633598e-07,7.34114144729873e-06,"SAMD9"
"ENSG00000137876",167.661325394343,-1.22616151658371,0.253032780871063,2.10139601104973e-07,2.46627609136727e-06,"RSL24D1"
"ENSG00000080345",171.002626671053,-1.22475767925748,0.274022175883525,1.25960750953467e-06,1.18478347937757e-05,"RIF1"
"ENSG00000272316",10.1155720676198,-1.22294548293114,0.475644967421879,0.00095333097728263,0.00378262869800943,NA
"ENSG00000205045",295.737636944299,-1.22109750559671,0.324476190180589,2.43877641661389e-05,0.000159025428454508,"SLFN12L"
"ENSG00000286196",7.96623574101163,-1.21985280990958,0.459736975480646,0.000796734492105084,0.00325938580051457,NA
"ENSG00000167766",84.435348272737,-1.21982600195149,0.297740682409565,6.50499429162415e-06,5.02607600742209e-05,"ZNF83"
"ENSG00000232229",5.28954492636479,-1.21952794524775,0.528184935966173,0.00168420381909528,0.00611868620968475,"LINC00865"
"ENSG00000217128",234.579779211942,-1.21742757242206,0.246467337330088,1.36081489512254e-07,1.68673601358993e-06,"FNIP1"
"ENSG00000293141",21.2578739982888,-1.21728792607934,0.398336804514761,0.000272124229814373,0.00129086322237747,NA
"ENSG00000138190",79.0509026461987,-1.21601816923364,0.306928793367413,1.14673344471276e-05,8.21109429927795e-05,"EXOC6"
"ENSG00000232653",62.9815842382349,-1.2158899238417,0.420852001159284,0.000441042377988365,0.00197222368658168,"GOLGA8N"
"ENSG00000280067",2.93948865579784,-1.21462387486896,0.605934353509702,0.00284783609584274,0.00946273947751107,NA
"ENSG00000106560",231.869004739514,-1.21404356799265,0.228170241309777,1.87455778172213e-08,2.92733972782062e-07,"GIMAP2"
"ENSG00000169967",531.036585363128,-1.21266569950187,0.21508620679158,3.20191106635601e-09,5.97058109588271e-08,"MAP3K2"
"ENSG00000196912",13.0691906482844,-1.21065271185803,0.50975139083586,0.00154625726407248,0.00569416436397066,"ANKRD36B"
"ENSG00000293434",252.710748784903,-1.20966957868707,0.237616243580271,6.45480227786031e-08,8.76060395349501e-07,"AHSA2P"
"ENSG00000173200",136.882723653541,-1.20833175424486,0.273739314127737,1.72327318374947e-06,1.55551930800655e-05,"PARP15"
"ENSG00000181896",172.504086576457,-1.20815876172098,0.199052197621189,2.48209751433101e-10,6.14418490956524e-09,"ZNF101"
"ENSG00000103494",5.44444187698096,-1.20782142405084,0.546863431380546,0.00214327462071918,0.0074824907523153,"RPGRIP1L"
